CCN,Facility,Street,City,State,ZIP,Transplant Program Type Code,Transplant Program Type,Original Participation Date,Effective Date,Program Recertification Date,OPTN Code,Original Program?
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PHO,Pediatric Heart Only,1/30/2009,1/30/2009,2/3/2022,FLUF,N
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PHO,Pediatric Heart Only,2/13/2009,2/13/2009,2/3/2022,FLUF,N
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PKO,Pediatric Kidney Only,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PLI,Pediatric Liver,1/30/2009,1/30/2009,2/3/2022,FLUF,N
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PLO,Pediatric Lung Only,1/30/2009,1/30/2009,2/3/2022,FLUF,N
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PLO,Pediatric Lung Only,2/13/2009,2/13/2009,2/3/2022,FLUF,N
109803,SHANDS HOSPITAL AT THE UNIVERSITY OF FLORIDA,1600 SW ARCHER RD,GAINESVILLE,FL,32610,PPA,Pediatric Pancreas,1/2/2008,1/30/2009,2/3/2022,FLUF,Y
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,AHL,Adult Heart Lung,10/1/2009,10/1/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,AHO,Adult Heart Only,3/20/2009,3/20/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,AIM,Adult Intestine/Multivisceral,4/7/2009,4/7/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,AKO,Adult Kidney Only,3/20/2009,3/20/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,ALI,Adult Liver Only,3/20/2009,3/20/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,ALO,Adult Lung Only,10/1/2009,10/1/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,APA,Adult Pancreas,3/20/2009,3/20/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,PHL,Pediatric Heart Lung,10/1/2009,10/1/2009,3/20/2009,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,PHO,Pediatric Heart Only,4/7/2009,4/7/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,PIM,Pediatric Intestine/Multivisceral,3/20/2009,3/20/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,PKO,Pediatric Kidney Only,3/20/2009,3/20/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,PLI,Pediatric Liver,3/20/2009,3/20/2009,4/13/2023,FLJM,N
109804,JACKSON MEMORIAL HOSPITAL,"1611 NW 12TH AVENUE, WW117",MIAMI,FL,33136,PLO,Pediatric Lung Only,10/1/2009,10/1/2009,3/20/2009,FLJM,N
109806,MAYO CLINIC,4500 SAN PABLO ROAD S,JACKSONVILLE,FL,32224,AHL,Adult Heart Lung,3/11/2010,3/11/2010,7/20/2023,FLSL,N
109806,MAYO CLINIC,4500 SAN PABLO ROAD S,JACKSONVILLE,FL,32224,AHO,Adult Heart Only,3/11/2010,3/11/2010,2/19/2026,FLSL,N
109806,MAYO CLINIC,4500 SAN PABLO ROAD S,JACKSONVILLE,FL,32224,AKO,Adult Kidney Only,3/11/2010,3/11/2010,2/19/2026,FLSL,N
109806,MAYO CLINIC,4500 SAN PABLO ROAD S,JACKSONVILLE,FL,32224,ALI,Adult Liver Only,3/11/2010,3/11/2010,2/19/2026,FLSL,N
109806,MAYO CLINIC,4500 SAN PABLO ROAD S,JACKSONVILLE,FL,32224,ALO,Adult Lung Only,3/11/2010,3/11/2010,2/19/2026,FLSL,N
109806,MAYO CLINIC,4500 SAN PABLO ROAD S,JACKSONVILLE,FL,32224,APA,Adult Pancreas,3/11/2010,3/11/2010,2/19/2026,FLSL,N
109807,HALIFAX HEALTH MEDICAL CENTER,303 N CLYDE MORRIS BLVD,DAYTONA BEACH,FL,32114,AKO,Adult Kidney Only,4/15/2010,4/15/2010,6/7/2023,FLHM,N
109808,JOHNS HOPKINS ALL CHILDREN'S HOSPITAL,501 6TH AVENUE SOUTH,SAINT PETERSBURG,FL,33701,PHO,Pediatric Heart Only,6/24/2010,6/24/2010,5/10/2023,FLAC,N
109810,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,AHO,Adult Heart Only,11/5/2015,11/5/2015,8/2/2023,FLMR,N
109810,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,AKO,Adult Kidney Only,7/18/2018,7/18/2018,8/2/2023,FLMR,N
109810,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,APA,Adult Pancreas,8/2/2023,8/2/2023,8/2/2023,FLMR,N
109810,MEMORIAL REGIONAL HOSPITAL,3501 JOHNSON ST,HOLLYWOOD,FL,33021,PHO,Pediatric Heart Only,7/29/2011,7/29/2011,8/2/2023,FLMR,N
109811,CLEVELAND CLINIC FLORIDA,2950 CLEVELAND CLINIC BLVD,WESTON,FL,33331,AHO,Adult Heart Only,9/3/2015,9/3/2015,4/18/2024,FLCC,N
109811,CLEVELAND CLINIC FLORIDA,2950 CLEVELAND CLINIC BLVD,WESTON,FL,33331,AKO,Adult Kidney Only,8/20/2014,8/20/2014,4/18/2024,FLCC,N
109811,CLEVELAND CLINIC FLORIDA,2950 CLEVELAND CLINIC BLVD,WESTON,FL,33331,ALI,Adult Liver Only,8/20/2014,8/20/2014,4/18/2024,FLCC,N
109812,HCA FLORIDA LARGO HOSPITAL,"1345 WEST BAY DRIVE, SUITE 301",LARGO,FL,33770,AHO,Adult Heart Only,6/8/2021,6/8/2021,11/2/2021,FLLM,N
109812,HCA FLORIDA LARGO HOSPITAL,"1345 WEST BAY DRIVE, SUITE 301",LARGO,FL,33770,AKO,Adult Kidney Only,5/4/2016,5/4/2016,11/2/2021,FLLM,N
109812,HCA FLORIDA LARGO HOSPITAL,"1345 WEST BAY DRIVE, SUITE 301",LARGO,FL,33770,ALI,Adult Liver Only,8/7/2018,8/7/2018,11/2/2021,FLLM,N
109813,"SACRED HEART HOSPITAL OF PENSACOLA, FLORIDA",5151 N NINTH AVENUE,PENSACOLA,FL,32504,AKO,Adult Kidney Only,6/28/2017,6/28/2017,5/5/2022,FLSH,N
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,AHO,Adult Heart Only,8/3/1990,4/20/2008,1/8/2025,GAEM,Y
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,AKO,Adult Kidney Only,5/1/1984,4/20/2008,7/10/2025,GAEM,Y
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,AKO,Adult Kidney Only,4/20/2008,4/20/2008,7/10/2025,GAEM,Y
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,ALI,Adult Liver Only,3/8/1990,9/12/2008,7/10/2025,GAEM,Y
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,ALI,Adult Liver Only,9/12/2008,9/12/2008,7/10/2025,GAEM,N
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,ALO,Adult Lung Only,10/30/1998,7/15/2008,1/8/2025,GAEM,Y
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,APA,Adult Pancreas,5/1/1984,4/20/2008,7/10/2025,GAEM,Y
119800,EMORY UNIVERSITY HOSPITAL,"1364 CLIFTON ROAD, NE",ATLANTA,GA,30322,APA,Adult Pancreas,4/20/2008,4/20/2008,7/10/2025,GAEM,Y
119801,MEDICAL COLLEGE OF GEORGIA- TRANSPLANT,1120 FIFTEENTH ST,AUGUSTA,GA,30912,AKO,Adult Kidney Only,7/23/2009,7/23/2009,3/18/2025,GAMC,N
119801,MEDICAL COLLEGE OF GEORGIA- TRANSPLANT,1120 FIFTEENTH ST,AUGUSTA,GA,30912,APA,Adult Pancreas,7/23/2009,7/23/2009,3/18/2025,GAMC,N
119801,MEDICAL COLLEGE OF GEORGIA- TRANSPLANT,1120 FIFTEENTH ST,AUGUSTA,GA,30912,APA,Adult Pancreas,8/24/2009,8/24/2009,3/18/2025,GAMC,N
119802,"ARTHUR M BLANK HOSPITAL, INC",2220 N DRUID HILLS RD NE HOSPITAL TOWER 12 WEST,ATLANTA,GA,30329,PHO,Pediatric Heart Only,8/27/2009,8/27/2009,5/7/2024,GAEH,N
119802,"ARTHUR M BLANK HOSPITAL, INC",2220 N DRUID HILLS RD NE HOSPITAL TOWER 12 WEST,ATLANTA,GA,30329,PKO,Pediatric Kidney Only,8/27/2009,8/27/2009,5/7/2024,GAEH,N
119802,"ARTHUR M BLANK HOSPITAL, INC",2220 N DRUID HILLS RD NE HOSPITAL TOWER 12 WEST,ATLANTA,GA,30329,PLI,Pediatric Liver,8/27/2009,8/27/2009,5/7/2024,GAEH,N
119803,PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,ATLANTA,GA,30309,AHO,Adult Heart Only,1/10/2014,1/10/2014,8/27/2025,GAPH,N
119803,PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,ATLANTA,GA,30309,AKO,Adult Kidney Only,9/2/2009,9/2/2009,8/27/2025,GAPH,N
119803,PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,ATLANTA,GA,30309,ALI,Adult Liver Only,9/2/2009,9/2/2009,8/27/2025,GAPH,N
119803,PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,ATLANTA,GA,30309,APA,Adult Pancreas,9/2/2009,9/2/2009,8/27/2025,GAPH,N
119803,PIEDMONT HOSPITAL,1968 PEACHTREE ROAD NW,ATLANTA,GA,30309,APA,Adult Pancreas,9/22/2009,9/22/2009,8/27/2025,GAPH,N
129801,THE QUEEN'S MEDICAL CENTER,1301 PUNCHBOWL STREET,HON,HI,96813,AKO,Adult Kidney Only,4/30/2012,4/30/2012,10/15/2015,HIQM,N
129801,THE QUEEN'S MEDICAL CENTER,1301 PUNCHBOWL STREET,HON,HI,96813,ALI,Adult Liver Only,4/30/2012,4/30/2012,10/15/2015,HIQM,N
129801,THE QUEEN'S MEDICAL CENTER,1301 PUNCHBOWL STREET,HON,HI,96813,APA,Adult Pancreas,10/15/2015,10/15/2015,10/15/2015,HIQM,N
149801,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND,CHICAGO,IL,60637,AHL,Adult Heart Lung,3/28/2008,3/28/2008,1/29/2025,ILUC,Y
149801,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND,CHICAGO,IL,60637,AHO,Adult Heart Only,5/1/2000,3/28/2008,1/29/2025,ILUC,Y
149801,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND,CHICAGO,IL,60637,AKO,Adult Kidney Only,1/2/1970,3/28/2008,1/29/2025,ILUC,Y
149801,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND,CHICAGO,IL,60637,ALI,Adult Liver Only,3/8/1990,7/14/2011,1/29/2025,ILUC,Y
149801,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND,CHICAGO,IL,60637,ALO,Adult Lung Only,3/28/2008,3/28/2008,1/29/2025,ILUC,Y
149801,UNIVERSITY OF CHICAGO HOSPITALS,5841 SOUTH MARYLAND,CHICAGO,IL,60637,APA,Adult Pancreas,1/2/1970,3/28/2008,1/29/2025,ILUC,Y
149802,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH 1ST AVENUE,MAYWOOD,IL,60153,AHL,Adult Heart Lung,2/2/1995,3/16/2011,6/9/2022,ILLU,Y
149802,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH 1ST AVENUE,MAYWOOD,IL,60153,AHO,Adult Heart Only,10/17/1986,3/20/2015,6/9/2022,ILLU,Y
149802,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH 1ST AVENUE,MAYWOOD,IL,60153,AKO,Adult Kidney Only,1/1/1985,3/16/2011,6/9/2022,ILLU,Y
149802,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH 1ST AVENUE,MAYWOOD,IL,60153,ALI,Adult Liver Only,10/10/2000,3/16/2011,6/9/2022,ILLU,Y
149802,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH 1ST AVENUE,MAYWOOD,IL,60153,ALO,Adult Lung Only,2/2/1995,3/16/2011,6/9/2022,ILLU,Y
149802,LOYOLA UNIVERSITY MEDICAL CENTER,2160 SOUTH 1ST AVENUE,MAYWOOD,IL,60153,APA,Adult Pancreas,6/23/2017,6/23/2017,6/9/2022,ILLU,N
149803,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,AKO,Adult Kidney Only,1/1/1980,8/26/2008,6/10/2021,ILPL,Y
149803,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,ALI,Adult Liver Only,1/1/1980,8/26/2008,6/10/2021,ILPL,Y
149803,RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,APA,Adult Pancreas,1/1/1980,8/26/2008,6/10/2021,ILPL,Y
149804,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO AVENUE, BOX 57",CHICAGO,IL,60611,PHO,Pediatric Heart Only,3/23/2009,3/23/2009,7/8/2021,ILCM,N
149804,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO AVENUE, BOX 57",CHICAGO,IL,60611,PIM,Pediatric Intestine/Multivisceral,3/23/2009,3/23/2009,7/8/2021,ILCM,N
149804,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO AVENUE, BOX 57",CHICAGO,IL,60611,PKO,Pediatric Kidney Only,1/1/1980,3/23/2009,7/8/2021,ILCM,Y
149804,ANN & ROBERT H LURIE CHILDRENS HOSPITAL OF CHICAGO,"225 E CHICAGO AVENUE, BOX 57",CHICAGO,IL,60611,PLI,Pediatric Liver,10/26/2000,3/23/2009,7/8/2021,ILCM,Y
149805,UNIVERSITY OF ILLINOIS MEDICAL CENTER,"1740 WEST TAYLOR, SUITE 1400",CHICAGO,IL,60612,AIM,Adult Intestine/Multivisceral,7/17/2020,7/17/2020,4/22/2021,ILUI,N
149805,UNIVERSITY OF ILLINOIS MEDICAL CENTER,"1740 WEST TAYLOR, SUITE 1400",CHICAGO,IL,60612,AKO,Adult Kidney Only,5/16/2008,5/16/2008,4/22/2021,ILUI,Y
149805,UNIVERSITY OF ILLINOIS MEDICAL CENTER,"1740 WEST TAYLOR, SUITE 1400",CHICAGO,IL,60612,ALI,Adult Liver Only,5/16/2008,5/16/2008,4/22/2021,ILUI,Y
149805,UNIVERSITY OF ILLINOIS MEDICAL CENTER,"1740 WEST TAYLOR, SUITE 1400",CHICAGO,IL,60612,APA,Adult Pancreas,5/16/2008,5/16/2008,4/22/2021,ILUI,Y
149806,NORTHWESTERN MEMORIAL HOSPITAL,251 EAST HURON STREET,CHICAGO,IL,60611,AHO,Adult Heart Only,9/29/2006,8/31/2009,1/14/2021,ILNM,Y
149806,NORTHWESTERN MEMORIAL HOSPITAL,251 EAST HURON STREET,CHICAGO,IL,60611,AKO,Adult Kidney Only,1/1/1977,8/31/2009,1/14/2021,ILNM,Y
149806,NORTHWESTERN MEMORIAL HOSPITAL,251 EAST HURON STREET,CHICAGO,IL,60611,ALI,Adult Liver Only,2/2/1996,8/31/2009,1/14/2021,ILNM,Y
149806,NORTHWESTERN MEMORIAL HOSPITAL,251 EAST HURON STREET,CHICAGO,IL,60611,ALO,Adult Lung Only,12/29/2015,12/29/2015,1/14/2021,ILNM,N
149806,NORTHWESTERN MEMORIAL HOSPITAL,251 EAST HURON STREET,CHICAGO,IL,60611,APA,Adult Pancreas,1/1/1977,8/31/2009,1/14/2021,ILNM,Y
149807,ST FRANCIS MEDICAL CENTER TRANSPLANT,530 NE GLEN OAK AVENUE,PEORIA,IL,61637,AHO,Adult Heart Only,11/17/2022,11/17/2022,11/17/2022,ILSF,N
149807,ST FRANCIS MEDICAL CENTER TRANSPLANT,530 NE GLEN OAK AVENUE,PEORIA,IL,61637,AKO,Adult Kidney Only,1/1/1980,12/22/2009,11/17/2022,ILSF,Y
149807,ST FRANCIS MEDICAL CENTER TRANSPLANT,530 NE GLEN OAK AVENUE,PEORIA,IL,61637,APA,Adult Pancreas,1/1/1980,12/22/2009,11/17/2022,ILSF,Y
149808,MEMORIAL MEDICAL CENTER,701 NORTH FIRST STREET - TRANSPLANT SERVICES,SPRINGFIELD,IL,62781,AKO,Adult Kidney Only,6/15/1975,12/8/2010,11/14/2019,ILMM,Y
149809,ADVOCATE CHRIST MEDICAL CENTER,4400 WEST 95TH STREET,OAK LAWN,IL,60453,AHO,Adult Heart Only,3/20/2013,3/20/2013,12/17/2020,ILCH,N
149809,ADVOCATE CHRIST MEDICAL CENTER,4400 WEST 95TH STREET,OAK LAWN,IL,60453,AKO,Adult Kidney Only,2/2/2012,2/2/2012,12/17/2020,ILCH,N
149809,ADVOCATE CHRIST MEDICAL CENTER,4400 WEST 95TH STREET,OAK LAWN,IL,60453,ALO,Adult Lung Only,7/19/2017,7/19/2017,12/17/2020,ILCH,N
159802,ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,IN,46260,AHO,Adult Heart Only,7/28/1995,7/20/2009,3/16/2022,INSV,Y
159802,ST VINCENT HOSPITAL,2001 W 86TH ST,INDIANAPOLIS,IN,46260,AKO,Adult Kidney Only,8/17/2010,8/17/2010,3/16/2022,INSV,N
159803,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 NORTH SENATE BLVD,INDIANAPOLIS,IN,46206,AHL,Adult Heart Lung,1/1/1997,11/23/2009,8/31/2022,INIM,Y
159803,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 NORTH SENATE BLVD,INDIANAPOLIS,IN,46206,AHO,Adult Heart Only,1/1/1997,11/23/2009,8/31/2022,INIM,Y
159803,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 NORTH SENATE BLVD,INDIANAPOLIS,IN,46206,AIM,Adult Intestine/Multivisceral,6/7/2005,11/23/2009,8/31/2022,INIM,Y
159803,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 NORTH SENATE BLVD,INDIANAPOLIS,IN,46206,AKO,Adult Kidney Only,9/18/2000,11/23/2009,8/31/2022,INIM,Y
159803,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 NORTH SENATE BLVD,INDIANAPOLIS,IN,46206,ALI,Adult Liver Only,1/1/1997,11/23/2009,8/31/2022,INIM,Y
159803,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 NORTH SENATE BLVD,INDIANAPOLIS,IN,46206,ALO,Adult Lung Only,1/1/1997,11/23/2009,8/31/2022,INIM,Y
159803,INDIANA UNIVERSITY HEALTH TRANSPLANT,1701 NORTH SENATE BLVD,INDIANAPOLIS,IN,46206,APA,Adult Pancreas,9/18/2000,11/23/2009,8/31/2022,INIM,Y
169800,IOWA METHODIST MEDICAL CENTER TRANSPLANT CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,AKO,Adult Kidney Only,12/7/1987,12/31/2007,1/7/2025,IAIM,Y
169800,IOWA METHODIST MEDICAL CENTER TRANSPLANT CENTER,1200 PLEASANT STREET,DES MOINES,IA,50309,PKO,Pediatric Kidney Only,12/7/1987,9/8/2010,9/8/2010,IAIM,Y
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,AHO,Adult Heart Only,7/27/1998,4/7/2009,3/11/2026,IAIV,Y
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,AKO,Adult Kidney Only,1/1/1970,4/7/2009,3/11/2026,IAIV,Y
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,ALI,Adult Liver Only,8/21/1995,4/7/2009,3/11/2026,IAIV,Y
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,ALO,Adult Lung Only,4/7/2009,4/7/2009,3/11/2026,IAIV,N
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,APA,Adult Pancreas,1/1/1970,4/7/2009,3/11/2026,IAIV,Y
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,PHO,Pediatric Heart Only,4/7/2009,4/7/2009,3/11/2026,IAIV,N
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,PKO,Pediatric Kidney Only,1/1/1970,4/7/2009,3/11/2026,IAIV,Y
169802,THE UNIVERSITY OF IOWA HOSPITALS AND CLINICS,200 HAWKINS DRIVE,IOWA CITY,IA,52242,PLI,Pediatric Liver,4/7/2009,4/7/2009,1/16/2009,IAIV,N
179801,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,3901 RAINBOW BLVD,KANSAS CITY,KS,66106,AHO,Adult Heart Only,5/7/2009,5/7/2009,7/19/2017,KSUK,N
179801,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,3901 RAINBOW BLVD,KANSAS CITY,KS,66106,AKO,Adult Kidney Only,5/7/2009,5/7/2009,9/29/2016,KSUK,N
179801,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,3901 RAINBOW BLVD,KANSAS CITY,KS,66106,ALI,Adult Liver Only,3/8/2012,3/8/2012,9/29/2016,KSUK,N
179801,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,3901 RAINBOW BLVD,KANSAS CITY,KS,66106,ALO,Adult Lung Only,5/7/2009,5/7/2009,5/7/2009,KSUK,N
179801,UNIVERSITY OF KANSAS HOSPITAL TRANSPLANT CENTER,3901 RAINBOW BLVD,KANSAS CITY,KS,66106,APA,Adult Pancreas,5/7/2009,5/7/2009,9/29/2016,KSUK,N
189800,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,AHO,Adult Heart Only,2/19/2009,2/19/2009,7/11/2024,KYJH,N
189800,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,AKO,Adult Kidney Only,2/19/2009,2/19/2009,7/11/2024,KYJH,N
189800,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,ALI,Adult Liver Only,2/19/2009,2/19/2009,7/11/2024,KYJH,N
189800,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,ALO,Adult Lung Only,2/19/2009,2/19/2009,7/11/2024,KYJH,N
189800,JEWISH HOSPITAL AND ST MARY'S HEALTHCARE,200 ABRAHAM FLEXNER WAY,LOUISVILLE,KY,40202,APA,Adult Pancreas,2/19/2009,2/19/2009,7/11/2024,KYJH,N
189801,NORTON CHILDREN'S HOSPITAL,231 EAST CHESTNUT ST,LOUISVILLE,KY,40202,PHO,Pediatric Heart Only,9/3/2008,9/3/2008,9/25/2024,KYKC,N
189801,NORTON CHILDREN'S HOSPITAL,231 EAST CHESTNUT ST,LOUISVILLE,KY,40202,PHO,Pediatric Heart Only,5/22/2018,5/22/2018,9/25/2024,KYKC,N
189801,NORTON CHILDREN'S HOSPITAL,231 EAST CHESTNUT ST,LOUISVILLE,KY,40202,PKO,Pediatric Kidney Only,9/3/2008,9/3/2008,9/25/2024,KYKC,N
189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,AHO,Adult Heart Only,8/13/2010,8/13/2010,7/25/2024,KYUK,N
189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,AKO,Adult Kidney Only,8/13/2010,8/13/2010,7/25/2024,KYUK,N
189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,ALI,Adult Liver Only,8/13/2010,8/13/2010,7/25/2024,KYUK,N
189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,ALO,Adult Lung Only,8/13/2010,8/13/2010,7/25/2024,KYUK,N
189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,APA,Adult Pancreas,8/13/2010,8/13/2010,7/25/2024,KYUK,N
189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,PKO,Pediatric Kidney Only,7/25/2024,7/25/2024,7/25/2024,KYUK,N
189802,UNIVERSITY OF KENTUCKY CHANDLER HOSPITAL,800 ROSE STREET,LEXINGTON,KY,40536,PLO,Pediatric Lung Only,7/25/2024,7/25/2024,7/25/2024,KYUK,N
199801,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,AHO,Adult Heart Only,4/14/2011,4/14/2011,1/24/2011,LATU,N
199801,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,AKO,Adult Kidney Only,4/24/1979,6/27/2008,4/15/2021,LATU,Y
199801,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,ALI,Adult Liver Only,11/3/1999,6/27/2008,4/15/2021,LATU,Y
199801,EAST JEFFERSON GENERAL HOSPITAL,4200 HOUMA BLVD,METAIRIE,LA,70006,APA,Adult Pancreas,4/24/1979,6/27/2008,4/15/2021,LATU,Y
